Mod:Item:MetaData, Localized Name
thermaldynamics:cover:0, Sandstone Slab Cover
thermaldynamics:cover:0, Cobblestone Slab Cover
thermaldynamics:cover:0, Bricks Slab Cover
thermaldynamics:cover:0, Stone Bricks Slab Cover
thermaldynamics:cover:0, Nether Brick Slab Cover
thermaldynamics:cover:0, Quartz Slab Cover
thermaldynamics:cover:0, Bricks Cover
thermaldynamics:cover:0, TNT Cover
thermaldynamics:cover:0, Bookshelf Cover
thermaldynamics:cover:0, Moss Stone Cover
thermaldynamics:cover:0, Obsidian Cover
thermaldynamics:cover:0, Oak Wood Stairs Cover
thermaldynamics:cover:0, Diamond Ore Cover
thermaldynamics:cover:0, Block of Diamond Cover
thermaldynamics:cover:0, Crafting Table Cover
thermaldynamics:cover:0, Cobblestone Stairs Cover
thermaldynamics:cover:0, Redstone Ore Cover
thermaldynamics:cover:0, Ice Cover
thermaldynamics:cover:0, Snow Cover
thermaldynamics:cover:0, Cactus Cover
thermaldynamics:cover:0, Clay Cover
thermaldynamics:cover:0, Pumpkin Cover
thermaldynamics:cover:0, Netherrack Cover
thermaldynamics:cover:0, Soul Sand Cover
thermaldynamics:cover:0, Glowstone Cover
thermaldynamics:cover:0, Jack o'Lantern Cover
thermaldynamics:cover:0, White Stained Glass Cover
thermaldynamics:cover:0, Orange Stained Glass Cover
thermaldynamics:cover:0, Magenta Stained Glass Cover
thermaldynamics:cover:0, Light Blue Stained Glass Cover
thermaldynamics:cover:0, Yellow Stained Glass Cover
thermaldynamics:cover:0, Lime Stained Glass Cover
thermaldynamics:cover:0, Pink Stained Glass Cover
thermaldynamics:cover:0, Gray Stained Glass Cover
thermaldynamics:cover:0, Light Gray Stained Glass Cover
thermaldynamics:cover:0, Cyan Stained Glass Cover
thermaldynamics:cover:0, Purple Stained Glass Cover
thermaldynamics:cover:0, Blue Stained Glass Cover
thermaldynamics:cover:0, Brown Stained Glass Cover
thermaldynamics:cover:0, Green Stained Glass Cover
thermaldynamics:cover:0, Red Stained Glass Cover
thermaldynamics:cover:0, Black Stained Glass Cover
thermaldynamics:cover:0, Stone Monster Egg Cover
thermaldynamics:cover:0, Cobblestone Monster Egg Cover
thermaldynamics:cover:0, Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Mossy Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Cracked Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Chiseled Stone Brick Monster Egg Cover
thermaldynamics:cover:0, Stone Bricks Cover
thermaldynamics:cover:0, Mossy Stone Bricks Cover
thermaldynamics:cover:0, Cracked Stone Bricks Cover
thermaldynamics:cover:0, Chiseled Stone Bricks Cover
thermaldynamics:cover:0, Iron Bars Cover
thermaldynamics:cover:0, Glass Pane Cover
thermaldynamics:cover:0, Melon Cover
thermaldynamics:cover:0, Brick Stairs Cover
thermaldynamics:cover:0, Stone Brick Stairs Cover
thermaldynamics:cover:0, Mycelium Cover
thermaldynamics:cover:0, Nether Brick Cover
thermaldynamics:cover:0, Nether Brick Stairs Cover
thermaldynamics:cover:0, End Portal Cover
thermaldynamics:cover:0, End Stone Cover
thermaldynamics:cover:0, Redstone Lamp Cover
thermaldynamics:cover:0, Oak Wood Slab Cover
thermaldynamics:cover:0, Spruce Wood Slab Cover
thermaldynamics:cover:0, Birch Wood Slab Cover
thermaldynamics:cover:0, Jungle Wood Slab Cover
thermaldynamics:cover:0, Acacia Wood Slab Cover
thermaldynamics:cover:0, Dark Oak Wood Slab Cover
thermaldynamics:cover:0, Sandstone Stairs Cover
thermaldynamics:cover:0, Emerald Ore Cover
thermaldynamics:cover:0, Tripwire Hook Cover
thermaldynamics:cover:0, Block of Emerald Cover
thermaldynamics:cover:0, Spruce Wood Stairs Cover
thermaldynamics:cover:0, Birch Wood Stairs Cover
thermaldynamics:cover:0, Jungle Wood Stairs Cover
thermaldynamics:cover:0, Block of Redstone Cover
thermaldynamics:cover:0, Nether Quartz Ore Cover
thermaldynamics:cover:0, Block of Quartz Cover
thermaldynamics:cover:0, Chiseled Quartz Block Cover
thermaldynamics:cover:0, Pillar Quartz Block Cover
thermaldynamics:cover:0, Quartz Stairs Cover
thermaldynamics:cover:0, White Terracotta Cover
thermaldynamics:cover:0, Orange Terracotta Cover
thermaldynamics:cover:0, Magenta Terracotta Cover
thermaldynamics:cover:0, Light Blue Terracotta Cover
thermaldynamics:cover:0, Yellow Terracotta Cover
thermaldynamics:cover:0, Lime Terracotta Cover
thermaldynamics:cover:0, Pink Terracotta Cover
thermaldynamics:cover:0, Gray Terracotta Cover
thermaldynamics:cover:0, Light Gray Terracotta Cover
thermaldynamics:cover:0, Cyan Terracotta Cover
thermaldynamics:cover:0, Purple Terracotta Cover
thermaldynamics:cover:0, Blue Terracotta Cover
thermaldynamics:cover:0, Brown Terracotta Cover
thermaldynamics:cover:0, Green Terracotta Cover
thermaldynamics:cover:0, Red Terracotta Cover
thermaldynamics:cover:0, Black Terracotta Cover
thermaldynamics:cover:0, White Stained Glass Pane Cover
thermaldynamics:cover:0, Orange Stained Glass Pane Cover
thermaldynamics:cover:0, Magenta Stained Glass Pane Cover
thermaldynamics:cover:0, Light Blue Stained Glass Pane Cover
thermaldynamics:cover:0, Yellow Stained Glass Pane Cover
thermaldynamics:cover:0, Lime Stained Glass Pane Cover
thermaldynamics:cover:0, Pink Stained Glass Pane Cover
thermaldynamics:cover:0, Gray Stained Glass Pane Cover
thermaldynamics:cover:0, Light Gray Stained Glass Pane Cover
thermaldynamics:cover:0, Cyan Stained Glass Pane Cover
thermaldynamics:cover:0, Purple Stained Glass Pane Cover
thermaldynamics:cover:0, Blue Stained Glass Pane Cover
thermaldynamics:cover:0, Brown Stained Glass Pane Cover
thermaldynamics:cover:0, Green Stained Glass Pane Cover
thermaldynamics:cover:0, Red Stained Glass Pane Cover
thermaldynamics:cover:0, Black Stained Glass Pane Cover
thermaldynamics:cover:0, Acacia Leaves Cover
thermaldynamics:cover:0, Dark Oak Leaves Cover
thermaldynamics:cover:0, Acacia Wood Cover
thermaldynamics:cover:0, Dark Oak Wood Cover
thermaldynamics:cover:0, Acacia Wood Stairs Cover
thermaldynamics:cover:0, Dark Oak Wood Stairs Cover
thermaldynamics:cover:0, Slime Block Cover
thermaldynamics:cover:0, Prismarine Cover
thermaldynamics:cover:0, Prismarine Bricks Cover
thermaldynamics:cover:0, Dark Prismarine Cover
thermaldynamics:cover:0, Sea Lantern Cover
thermaldynamics:cover:0, Hay Bale Cover
thermaldynamics:cover:0, Terracotta Cover
thermaldynamics:cover:0, Block of Coal Cover
thermaldynamics:cover:0, Packed Ice Cover
thermaldynamics:cover:0, Red Sandstone Cover
thermaldynamics:cover:0, Chiseled Red Sandstone Cover
thermaldynamics:cover:0, Smooth Red Sandstone Cover
thermaldynamics:cover:0, Red Sandstone Stairs Cover
thermaldynamics:cover:0, Red Sandstone Slab Cover
thermaldynamics:cover:0, Purpur Block Cover
thermaldynamics:cover:0, Purpur Pillar Cover
thermaldynamics:cover:0, Purpur Stairs Cover
thermaldynamics:cover:0, Purpur Slab Cover
thermaldynamics:cover:0, End Stone Bricks Cover
thermaldynamics:cover:0, Magma Block Cover
thermaldynamics:cover:0, Nether Wart Block Cover
thermaldynamics:cover:0, Red Nether Brick Cover
thermaldynamics:cover:0, Bone Block Cover
thermaldynamics:cover:0, Observer Cover
thermaldynamics:cover:0, White Glazed Terracotta Cover
thermaldynamics:cover:0, Orange Glazed Terracotta Cover
thermaldynamics:cover:0, Magenta Glazed Terracotta Cover
thermaldynamics:cover:0, Light Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Yellow Glazed Terracotta Cover
thermaldynamics:cover:0, Lime Glazed Terracotta Cover
thermaldynamics:cover:0, Pink Glazed Terracotta Cover
thermaldynamics:cover:0, Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Light Gray Glazed Terracotta Cover
thermaldynamics:cover:0, Cyan Glazed Terracotta Cover
thermaldynamics:cover:0, Purple Glazed Terracotta Cover
thermaldynamics:cover:0, Blue Glazed Terracotta Cover
thermaldynamics:cover:0, Brown Glazed Terracotta Cover
thermaldynamics:cover:0, Green Glazed Terracotta Cover
thermaldynamics:cover:0, Red Glazed Terracotta Cover
thermaldynamics:cover:0, Black Glazed Terracotta Cover
thermaldynamics:cover:0, White Concrete Cover
thermaldynamics:cover:0, Orange Concrete Cover
thermaldynamics:cover:0, Magenta Concrete Cover
thermaldynamics:cover:0, Light Blue Concrete Cover
thermaldynamics:cover:0, Yellow Concrete Cover
thermaldynamics:cover:0, Lime Concrete Cover
thermaldynamics:cover:0, Pink Concrete Cover
thermaldynamics:cover:0, Gray Concrete Cover
thermaldynamics:cover:0, Light Gray Concrete Cover
thermaldynamics:cover:0, Cyan Concrete Cover
thermaldynamics:cover:0, Purple Concrete Cover
thermaldynamics:cover:0, Blue Concrete Cover
thermaldynamics:cover:0, Brown Concrete Cover
thermaldynamics:cover:0, Green Concrete Cover
thermaldynamics:cover:0, Red Concrete Cover
thermaldynamics:cover:0, Black Concrete Cover
thermaldynamics:cover:0, White Concrete Powder Cover
thermaldynamics:cover:0, Orange Concrete Powder Cover
thermaldynamics:cover:0, Magenta Concrete Powder Cover
thermaldynamics:cover:0, Light Blue Concrete Powder Cover
thermaldynamics:cover:0, Yellow Concrete Powder Cover
thermaldynamics:cover:0, Lime Concrete Powder Cover
thermaldynamics:cover:0, Pink Concrete Powder Cover
thermaldynamics:cover:0, Gray Concrete Powder Cover
thermaldynamics:cover:0, Light Gray Concrete Powder Cover
thermaldynamics:cover:0, Cyan Concrete Powder Cover
thermaldynamics:cover:0, Purple Concrete Powder Cover
thermaldynamics:cover:0, Blue Concrete Powder Cover
thermaldynamics:cover:0, Brown Concrete Powder Cover
thermaldynamics:cover:0, Green Concrete Powder Cover
thermaldynamics:cover:0, Red Concrete Powder Cover
thermaldynamics:cover:0, Black Concrete Powder Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Silver Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Aluminum Ore Cover
thermaldynamics:cover:0, Nickel Ore Cover
thermaldynamics:cover:0, Platinum Ore Cover
thermaldynamics:cover:0, Iridium Ore Cover
thermaldynamics:cover:0, Mana Infused Ore Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Oil Shale Cover
thermaldynamics:cover:0, Destabilized Redstone Ore Cover
thermaldynamics:cover:0, Energized Netherrack Cover
thermaldynamics:cover:0, Resonant End Stone Cover
thermaldynamics:cover:0, Oil Sand Cover
thermaldynamics:cover:0, Block of Copper Cover
thermaldynamics:cover:0, Block of Tin Cover
thermaldynamics:cover:0, Block of Silver Cover
thermaldynamics:cover:0, Block of Lead Cover
thermaldynamics:cover:0, Block of Aluminum Cover
thermaldynamics:cover:0, Block of Nickel Cover
thermaldynamics:cover:0, Block of Platinum Cover
thermaldynamics:cover:0, Block of Iridium Cover
thermaldynamics:cover:0, Block of Mana Infused Metal Cover
thermaldynamics:cover:0, Block of Steel Cover
thermaldynamics:cover:0, Block of Electrum Cover
thermaldynamics:cover:0, Block of Invar Cover
thermaldynamics:cover:0, Block of Bronze Cover
thermaldynamics:cover:0, Block of Constantan Cover
thermaldynamics:cover:0, Block of Signalum Cover
thermaldynamics:cover:0, Block of Lumium Cover
thermaldynamics:cover:0, Block of Enderium Cover
thermaldynamics:cover:0, Block of Charcoal Cover
thermaldynamics:cover:0, Block of Coal Coke Cover
thermaldynamics:cover:0, Hardened Copper Glass Cover
thermaldynamics:cover:0, Hardened Tin Glass Cover
thermaldynamics:cover:0, Hardened Silver Glass Cover
thermaldynamics:cover:0, Hardened Glass Cover
thermaldynamics:cover:0, Hardened Aluminum Glass Cover
thermaldynamics:cover:0, Hardened Nickel Glass Cover
thermaldynamics:cover:0, Hardened Platinum Glass Cover
thermaldynamics:cover:0, Hardened Iridium Glass Cover
thermaldynamics:cover:0, Hardened Mana Infused Glass Cover
thermaldynamics:cover:0, Hardened Steel Glass Cover
thermaldynamics:cover:0, Hardened Electrum Glass Cover
thermaldynamics:cover:0, Hardened Invar Glass Cover
thermaldynamics:cover:0, Hardened Bronze Glass Cover
thermaldynamics:cover:0, Hardened Constantan Glass Cover
thermaldynamics:cover:0, Hardened Signalum Glass Cover
thermaldynamics:cover:0, Hardened Lumium Glass Cover
thermaldynamics:cover:0, Hardened Enderium Glass Cover
thermaldynamics:cover:0, Black Rockwool Cover
thermaldynamics:cover:0, Red Rockwool Cover
thermaldynamics:cover:0, Green Rockwool Cover
thermaldynamics:cover:0, Brown Rockwool Cover
thermaldynamics:cover:0, Blue Rockwool Cover
thermaldynamics:cover:0, Purple Rockwool Cover
thermaldynamics:cover:0, Cyan Rockwool Cover
thermaldynamics:cover:0, Light Gray Rockwool Cover
thermaldynamics:cover:0, Gray Rockwool Cover
thermaldynamics:cover:0, Pink Rockwool Cover
thermaldynamics:cover:0, Lime Rockwool Cover
thermaldynamics:cover:0, Yellow Rockwool Cover
thermaldynamics:cover:0, Light Blue Rockwool Cover
thermaldynamics:cover:0, Magenta Rockwool Cover
thermaldynamics:cover:0, Orange Rockwool Cover
thermaldynamics:cover:0, White Rockwool Cover
thermaldynamics:cover:0, Draconium Ore Cover
thermaldynamics:cover:0, Nether Draconium Ore Cover
thermaldynamics:cover:0, Ender Draconium Ore Cover
thermaldynamics:cover:0, Draconium Block Cover
thermaldynamics:cover:0, Charged Draconium Block Cover
thermaldynamics:cover:0, Awakened Draconium Block Cover
thermaldynamics:cover:0, Draconium Infused Obsidian Cover
thermaldynamics:cover:0, Dislocation Normalization Field Projector Cover
thermaldynamics:cover:0, Rain Sensor Cover
thermaldynamics:cover:0, Block of Chamelium Cover
thermaldynamics:cover:0, End Stone Cover
thermaldynamics:cover:0, Ender Lilly Cover
thermaldynamics:cover:0, Magical Planks Cover
thermaldynamics:cover:0, Magical Wood Cover
thermaldynamics:cover:0, Diagonal Wood Cover
thermaldynamics:cover:0, Angel Block Cover
thermaldynamics:cover:0, Cursed Earth Cover
thermaldynamics:cover:0, Redstone Clock Cover
thermaldynamics:cover:0, Compressed Cobblestone Cover
thermaldynamics:cover:0, Double Compressed Cobblestone Cover
thermaldynamics:cover:0, Triple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quadruple Compressed Cobblestone Cover
thermaldynamics:cover:0, Quintuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Sextuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Septuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Octuple Compressed Cobblestone Cover
thermaldynamics:cover:0, Compressed Dirt Cover
thermaldynamics:cover:0, Double Compressed Dirt Cover
thermaldynamics:cover:0, Triple Compressed Dirt Cover
thermaldynamics:cover:0, Quadruple Compressed Dirt Cover
thermaldynamics:cover:0, Compressed Sand Cover
thermaldynamics:cover:0, Double Compressed Sand Cover
thermaldynamics:cover:0, Compressed Gravel Cover
thermaldynamics:cover:0, Double Compressed Gravel Cover
thermaldynamics:cover:0, Compressed Netherrack Cover
thermaldynamics:cover:0, Double Compressed Netherrack Cover
thermaldynamics:cover:0, Triple Compressed Netherrack Cover
thermaldynamics:cover:0, Quadruple Compressed Netherrack Cover
thermaldynamics:cover:0, Quintuple Compressed Netherrack Cover
thermaldynamics:cover:0, Sextuple Compressed Netherrack Cover
thermaldynamics:cover:0, Red Orchid Cover
thermaldynamics:cover:0, Power Overload Cover
thermaldynamics:cover:0, Border Stone Cover
thermaldynamics:cover:0, Crossed Stone Cover
thermaldynamics:cover:0, Polished Stone Cover
thermaldynamics:cover:0, Stoneburnt Cover
thermaldynamics:cover:0, Sandy Glass Cover
thermaldynamics:cover:0, Truchet Cover
thermaldynamics:cover:0, Blue Quartz Cover
thermaldynamics:cover:0, Quartzburnt Cover
thermaldynamics:cover:0, Rainbow Stone Cover
thermaldynamics:cover:0, Thickened Glass Cover
thermaldynamics:cover:0, Thickened Glass (Bordered) Cover
thermaldynamics:cover:0, Thickened Glass (Patterned) Cover
thermaldynamics:cover:0, Dark Glass Cover
thermaldynamics:cover:0, Glowing Glass Cover
thermaldynamics:cover:0, Redstone Glass Cover
thermaldynamics:cover:0, Ethereal Glass Cover
thermaldynamics:cover:0, Reverse Ethereal Glass Cover
thermaldynamics:cover:0, Ineffable Glass Cover
thermaldynamics:cover:0, Dark Ineffable Glass Cover
thermaldynamics:cover:0, Transfer Pipe Cover
thermaldynamics:cover:0, Wooden Spikes Cover
thermaldynamics:cover:0, Stone Spikes Cover
thermaldynamics:cover:0, Iron Spikes Cover
thermaldynamics:cover:0, Golden Spikes Cover
thermaldynamics:cover:0, Diamond Spikes Cover
thermaldynamics:cover:0, Creative Spikes Cover
thermaldynamics:cover:0, Redstone Lantern Cover
thermaldynamics:cover:0, Block of Enchanted Metal Cover
thermaldynamics:cover:0, Block of Demon Metal Cover
thermaldynamics:cover:0, Block of Evil Infused Iron Cover
thermaldynamics:cover:0, Bedrock Bricks Cover
thermaldynamics:cover:0, Bedrock Slabs Cover
thermaldynamics:cover:0, Bedrock Cobblestone Cover
thermaldynamics:cover:0, Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Burnt Ferrous-Juniper Leaves Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Log Cover
thermaldynamics:cover:0, Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Dead Ferrous-Juniper Sapling Cover
thermaldynamics:cover:0, Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Raw Ferrous-Juniper Planks Cover
thermaldynamics:cover:0, Copper Ore Cover
thermaldynamics:cover:0, Tin Ore Cover
thermaldynamics:cover:0, Lead Ore Cover
thermaldynamics:cover:0, Thorium Ore Cover
thermaldynamics:cover:0, Uranium Ore Cover
thermaldynamics:cover:0, Boron Ore Cover
thermaldynamics:cover:0, Lithium Ore Cover
thermaldynamics:cover:0, Magnesium Ore Cover
thermaldynamics:cover:0, Copper Block Cover
thermaldynamics:cover:0, Tin Block Cover
thermaldynamics:cover:0, Lead Block Cover
thermaldynamics:cover:0, Thorium Block Cover
thermaldynamics:cover:0, Uranium Block Cover
thermaldynamics:cover:0, Boron Block Cover
thermaldynamics:cover:0, Lithium Block Cover
thermaldynamics:cover:0, Magnesium Block Cover
thermaldynamics:cover:0, Graphite Block Cover
thermaldynamics:cover:0, Beryllium Block Cover
thermaldynamics:cover:0, Zirconium Block Cover
thermaldynamics:cover:0, Manganese Block Cover
thermaldynamics:cover:0, Aluminum Block Cover
thermaldynamics:cover:0, Silver Block Cover
thermaldynamics:cover:0, Manganese Oxide Block Cover
thermaldynamics:cover:0, Manganese Dioxide Block Cover
thermaldynamics:cover:0, Uranium-238 Block Cover
thermaldynamics:cover:0, Neptunium-237 Block Cover
thermaldynamics:cover:0, Plutonium-242 Block Cover
thermaldynamics:cover:0, Americium-243 Block Cover
thermaldynamics:cover:0, Curium-246 Block Cover
thermaldynamics:cover:0, Berkelium-247 Block Cover
thermaldynamics:cover:0, Californium-252 Block Cover
thermaldynamics:cover:0, Supercold Ice Cover
thermaldynamics:cover:0, Heavy Water Moderator Cover
thermaldynamics:cover:0, Beryllium-Carbon Neutron Reflector Cover
thermaldynamics:cover:0, Lead-Steel Neutron Reflector Cover
thermaldynamics:cover:0, Glowing Mushroom Cover
thermaldynamics:cover:0, Glowing Mushroom Block Cover
thermaldynamics:cover:0, Wasteland Earth Cover
thermaldynamics:cover:0, Wasteland Portal Cover
thermaldynamics:cover:0, Tritium Lamp Cover
thermaldynamics:cover:0, Solidified Corium Cover
thermaldynamics:cover:0, Fluxed Electrum Block Cover
thermaldynamics:cover:0, Flux Crystal Block Cover
thermaldynamics:cover:0, Gelid Enderium Block Cover
thermaldynamics:cover:0, Gelid Crystal Block Cover
thermaldynamics:cover:0, Greenhouse Glass Cover
simplyjetpacks:itemjetpack:0, Creative Jetpack
simplyjetpacks:itemjetpack:1, Iron Jetpack
simplyjetpacks:itemjetpack:2, Gold Jetpack
simplyjetpacks:itemjetpack:3, Diamond Jetpack
simplyjetpacks:itemjetpack:4, Iron Jetpack (Armored)
simplyjetpacks:itemjetpack:5, Gold Jetpack (Armored)
simplyjetpacks:itemjetpack:6, Diamond Jetpack (Armored)
simplyjetpacks:itemjetpack:7, Conductive Iron Jetpack
simplyjetpacks:itemjetpack:8, Electrical Steel Jetpack
simplyjetpacks:itemjetpack:9, Energetic Jetpack
simplyjetpacks:itemjetpack:10, Vibrant Jetpack
simplyjetpacks:itemjetpack:11, Conductive Iron Jetpack (Armored)
simplyjetpacks:itemjetpack:12, Electrical Steel Jetpack (Armored)
simplyjetpacks:itemjetpack:13, Energetic Jetpack (Armored)
simplyjetpacks:itemjetpack:14, Vibrant Jetpack (Armored)
simplyjetpacks:itemjetpack:15, Dark Soularium JetPlate
